MMSI,Call sign,Selective call number,Name of station,Administration/ Geographical area,Lifeboats,Auxiliary installations (EPIRBs),General classification,Individual classification,Registration number,Gross tonnage,Capacity of persons on board,Telegraph transmission frequency bands,Telegraph transmission frequency bands 2,Accounting Authority Identification Code (AAIC)
205832710,OR8327,,POSEIDONE,BEL,1,,PL,XXX,B788039,,10,,V,
205832810,OR8328,,D&D UNLIMITED,BEL,,,PL,XXX,G786552,3,6,,V,
205832910,OR8329,,LE JOLIE BLEU,BEL,1,,PL,XXX,A789062,"11,500",2,,V,
205833010,OR8330,,RUNE,BEL,,,PL,XXX,A765560,"3,500",,,V,
205833110,OR8331,,SOVONIA,BEL,,,PL,XXX,B767736,"7,37",,,V,
205833200,OS8332,,TIDES,BEL,2,,PL,XXX,A745136,23,14,,V,
205833210,OR8332,,MELOPEE,BEL,,,PL,XXX,B763415,2,8,,V,
205833310,OR8333,,KIEKEBOE,BEL,,,PL,XXX,K787481,"3,500",2,,V,
205833400,OS8334,,VICTOIRE,BEL,1,,PL,XXX,BC793759,,12,,V,
205833410,OR8334,,TERTIA,BEL,,,PL,XXX,A789246,6,2,,V,
205833500,OS8335,,ARTHUR I,BEL,,,PL,XXX,K402122,11,,,V,BE01
205833510,OR8335,,AGERA,BEL,1,,PL,XXX,A776193,,12,,V,
205833610,OR8336,,GOLDEN DRAGON,BEL,1,,PL,XXX,K789569,14,6,,V,
205833710,OR8337,,L’ARGAN,BEL,,,PL,XXX,B67912,"16,500",10,,V,
205833810,OR8338,,ORCA,BEL,,,PL,XXX,A781891,"1,600",4,,V,
205833900,OS8339,,AQUAVIT,BEL,,,PL,XXX,A704475,2,4,,V,BE01
205833910,OR8339,,CONFIDENCE,BEL,,,PL,XXX,B787479,16,8,,V,
205834010,OR8340,,OLAJE,BEL,1,,PL,XXX,B789265,4,10,,V,
205834100,OS8341,,GAUDI,BEL,,,PL,XXX,A737182,7,6,,V,BE01
205834110,OR8341,,LULU FYFFE,BEL,,,PL,XXX,B789307,"9,300",8,,V,
205834210,OR8342,,FIONA,BEL,,,PL,XXX,K789097,,5,,V,
205834310,OR8343,,ALBA,BEL,1,,PL,XXX,A789747,,,,V,
205834400,OS8344,,LES COPAINS II,BEL,,,PL,XXX,A746497,,,,V,
205834410,OR8344,,DANYA,BEL,,,PL,XXX,Z787187,,4,,V,
205834510,OR8345,,COMMIOS,BEL,1,,PL,XXX,B54127,14,3,,V,
205834600,OS8346,,ZEESTER,BEL,,,PL,XXX,K740730,9,4,,V,
205834610,OR8346,,WIND SPIRIT,BEL,1,,PL,XXX,B787768,,8,,V,
205834710,OR8347,,KINGFISHER,BEL,,,PL,XXX,A786426,8,,,V,
205834810,OR8348,,VIVACE,BEL,,,PL,XXX,G786492,,8,,V,
205834910,OR8349,,HUCKLEBERRY,BEL,,,PL,XXX,K789725,"4,500",,,V,
205835010,OR8350,,BATO,BEL,,,PL,XXX,A789603,13,,,V,
205835100,OS8351,,MASTEFRETHIKA,BEL,,,PL,XXX,K713212,,,,V,
205835110,OR8351,,SUNNY SIDE,BEL,,,PL,XXX,Z789550,,8,,V,
205835210,OR8352,,AARON,BEL,,,PL,XXX,Z789601,"0,300",8,,V,
205835310,OR8353,,MOBY DICK I,BEL,,,PL,XXX,Z789577,,8,,V,
205835410,OR8354,,GYPSEA BLUES,BEL,,,PL,XXX,Z789546,10,8,,V,
205835510,OR8355,,EROICA,BEL,,,PL,XXX,Z789446,12,8,,V,
205835610,OR8356,,DREAMER,BEL,,,PL,XXX,Z789461,"2,5",8,,V,
205835700,OS8357,,ALDO,BEL,,,PL,XXX,L750272,"11,5",14,,V,
205835710,OR8357,,ANAGO DE MAYAC,BEL,1,,PL,XXX,B789632,13,,,V,
205835810,OR8358,,L’AVENTURIER,BEL,1,,PL,XXX,L785572,"7,200",2,,V,
205835910,OR8359,,FLIPPOUNET,BEL,,,PL,XXX,B789806,2,5,,V,
205836010,OR8360,,LIBERA,BEL,,,PL,XXX,B789487,"8,50",,,V,
205836100,OS8361,,FEEL,BEL,,,PL,XXX,B743282,"1,8",6,,V,
205836110,OR8361,,LOARNIC,BEL,,,PL,XXX,L802439,"0,950",6,,V,
205836210,OR8362,,HALF & HALF,BEL,,,PL,XXX,B784743,,6,,V,
205836310,OR8363,,HAIFISCH,BEL,9,,PL,XXX,A780413,9,,,V,
205836410,OR8364,,KORNEEL,BEL,1,,PL,XXX,BC789981,"5,500",8,,V,
205836510,OR8365,,A L’AISE,BEL,1,,PL,XXX,A787857,12,6,,V,
205836600,OS8366,,BORNEO,BEL,1,,PL,XXX,B736532,7,6,,V,
205836610,OR8366,,QUO VADIS,BEL,,,PL,XXX,G808833,,,,V,
205836700,OS8367,,AKHENATON,BEL,,,PL,XXX,B745208,5,,,V,
205836710,OR8367,,VAGABOND,BEL,,,PL,XXX,B809103,4.5,,,V,
205836800,OS8368,,IMAGO,BEL,1,,PL,XXX,L777747,8,6,,V,
205836810,OR8368,,TONGA SOA,BEL,,,PL,XXX,B809156,3.6,6,,V,
205836910,OR8369,,ARGO,BEL,1,,PL,XXX,B808313,1,6,,V,
205837010,OR8370,,JUNE,BEL,,,PL,XXX,G808039,3.8,6,,V,
205837110,OR8371,,MARIE,BEL,1,,PL,XXX,B808873,20,4,,V,
205837200,OS8372,,NAOMI,BEL,1,,PL,XXX,K741887,5,8,,V,
205837210,OR8372,,ORCA,BEL,,,PL,XXX,L794273,0.3,6,,V,
205837300,OS8373,,THOR,BEL,,,PL,XXX,BC730906,,9,,V,
205837310,OR8373,,RAYCAI,BEL,,,PL,XXX,G782921,5.5,,,V,
205837400,OS8374,,BREEZY,BEL,,,PL,XXX,G761048,10,,,V,
205837410,OR8374,,WALLY,BEL,,,PL,XXX,B73775,,,,V,
205837500,OS8375,,THALASSA,BEL,,,PL,XXX,K738449,"1,2",,,V,
205837510,OR8375,,JOHALI,BEL,,,PL,XXX,K809315,,6,,V,
205837600,OS8376,,ELBI,BEL,,,PL,XXX,G790191,"1,6",2,,V,
205837610,OR8376,,JOY,BEL,,,PL,XXX,A789286,"4,700",,,V,
205837710,OR8377,,AVENTADOR,BEL,1,,PL,XXX,BC789937,"59,800",16,,V,
205837810,OR8378,,CHAJAN,BEL,,,PL,XXX,G803982,12,,,V,
205837900,OS8379,,KATARINA,BEL,,,PL,XXX,Z787451,,8,,V,
205837910,OR8379,,TIBITIN,BEL,,,PL,XXX,B756756,7,,,V,
205838010,OR8380,,MINERVA,BEL,,,PL,XXX,G778582,12,12,,V,
205838110,OR8381,,SIMOUSSI,BEL,1,,PL,XXX,A781707,16,8,,V,
205838210,OR8382,,AQUILON,BEL,1,,PL,XXX,B789989,"5,400",8,,V,
205838310,OR8383,,ZEFFIRO,BEL,,,PL,XXX,G789214,"1,088",6,,V,
205838400,OS8384,,SANDEE,BEL,,,PL,XXX,K767226,,6,,V,
205838410,OR8384,,THE EXCEPTION,BEL,,,PL,XXX,A789912,"1,350",4,,V,
205838500,OS8385,,BELLEGAFF,BEL,,,PL,XXX,B774378,4,6,,V,
205838510,OR8385,,WET DREAM,BEL,,,PL,XXX,K789385,2,6,,V,
205838600,OS8386,,TIEBRY,BEL,,,PL,XXX,B797092,2,,,V,
205838610,OR8386,,ALBATROS,BEL,,,PL,XXX,Z789921,2,4,,V,
205838700,OS8387,,EMMA,BEL,,,PL,XXX,L787632,10,10,,V,
205838710,OR8387,,PAPAI,BEL,1,,PL,XXX,B788950,"7,200",8,,V,
205838810,OR8388,,L’ARCHE DE NOE,BEL,,,PL,XXX,L789722,"5,4",6,,V,
205839010,OR8390,,TORO,BEL,,,PL,XXX,G789925,"0,6",12,,V,
205839100,OS8391,,CONTENT,BEL,,,PL,XXX,B747578,8,,,V,
205839110,OR8391,,MARAN,BEL,,,PL,XXX,K789932,2,4,,V,
205839200,OS8392,,TIMODEON,BEL,,,PL,XXX,B743752,7,6,,V,
205839210,OR8392,,BIKANIER,BEL,,,PL,XXX,K789004,"2,1",7,,V,
205839310,OR8393,,ODYSSEA 2,BEL,,,PL,XXX,G790069,"0,695",12,,V,
205839400,OS8394,,NEPTUNUS,BEL,,,PL,XXX,A705559,14,,,V,
205839410,OR8394,,LINDA 1°,BEL,1,,PL,XXX,B789605,"8,500",6,,V,
205839510,OR8395,,LOUCA,BEL,1,,PL,XXX,A787270,12,7,,V,
205839610,OR8396,,OCEANE II,BEL,,,PL,XXX,L789678,,,,V,
205839700,OS8397,,DUSHI,BEL,1,,PL,XXX,A786565,3,2,,V,
205839710,OR8397,,DAUPHIN,BEL,,,PL,XXX,L769874,"2,89",12,,V,
205839800,OS8398,,MOGLI 2,BEL,,,PL,XXX,B726732,,6,,V,BE01
205839810,OR8398,,CHOUKE LIEVE,BEL,,,PL,XXX,K777956,"0,170",,,V,
205839910,OR8399,,LE MEROU,BEL,,,PL,XXX,B783946,,8,,V,
205840100,OS8401,,BOTKIL,BEL,,,PL,XXX,A706324,19,,,V,
205840110,OR8401,,JAJO,BEL,,,PL,XXX,B66469,,6,,V,
205840210,OR8402,,GLOBE II,BEL,,,PL,XXX,G790026,"6,880",,,V,
205840310,OR8403,,LES COPAINS D’ABORD,BEL,,,PL,XXX,G790055,"2,300",6,,V,
205840410,OR8404,,POLLEKE,BEL,,,PL,XXX,G787964,"0,100",4,,V,
205840500,OS8405,,ACOUPA,BEL,,,PL,XXX,B801454,,10,,V,
205840510,OR8405,,ALLEGRA,BEL,1,,PL,XXX,K790035,"6,400",10,,V,
205840610,OR8406,,LEELOO,BEL,1,,PL,XXX,B788849,"19,61",8,,V,
205840710,OR8407,,SLIDE,BEL,,,PL,XXX,G790064,"7,500",,,V,
205840800,OS8408,,SUAVE DANCER,BEL,,,PL,XXX,A769103,6.6,10,,V,
205840810,OR8408,,BOLDERIK 1979,BEL,1,,PL,XXX,Z789405,"4,800",6,,V,
205840900,OS8409,,LOVENIA,BEL,,,PL,XXX,B736113,,,,V,
205840910,OR8409,,ROX,BEL,,,PL,XXX,B789193,,12,,V,
205841010,OR8410,,OTIUM,BEL,,,PL,XXX,A785525,,6,,V,
205841100,OS8411,,CHRISTIANE,BEL,,,PL,XXX,B762513,,,,V,
205841110,OR8411,,BOUCHON II,BEL,,,PL,XXX,B788900,"5,5",5,,V,
205841200,OS8412,,PALLIETER,BEL,,,PL,XXX,B742418,,,,V,
205841210,OR8412,,SOM-YAG,BEL,,,PL,XXX,B789677,"5,5",,,V,
205841310,OR8413,,CALYPSO,BEL,1,,PL,XXX,B789633,"7,134",12,,V,
205841410,OR8414,,ANTHOVAL,BEL,1,,PL,XXX,G775559,6,9,,V,
205841510,OR8415,,ALPA 270,BEL,,,PL,XXX,B789683,"0,040",3,,V,
205841610,OR8416,,RAFALE,BEL,,,PL,XXX,B788659,1,10,,V,
205841710,OR8417,,MARIMAX,BEL,,,PL,XXX,B789521,"1,300",12,,V,
205841800,OS8418,,MARITEAM,BEL,,,PL,XXX,A736137,40,,,V,
205841810,OR8418,,BRYAN,BEL,,,PL,XXX,B789669,"1,500",14,,V,
205841910,OR8419,,JULOU,BEL,,,PL,XXX,K789562,3,10,,V,
205842010,OR8420,,AEGIR,BEL,,,PL,XXX,Z790072,5,8,,V,
205842100,OS8421,,LITIAN,BEL,,,PL,XXX,B733265,9,12,,V,
205842110,OR8421,,IRA,BEL,1,,PL,XXX,B790170,"11,600",10,,V,
205842210,OR8422,,BASATI,BEL,1,,PL,XXX,B789126,,10,,V,
205842300,OS8423,,FRIENDSSHIP,BEL,,,PL,XXX,A736809,,,,V,
205842310,OR8423,,LUNATICA,BEL,,,PL,XXX,B789033,,9,,V,
205842400,OS8424,,OBSESSION 2,BEL,,,PL,XXX,L762962,,10,,V,BE01
205842410,OR8424,,LES BOULES DE BIBI,BEL,,,PL,XXX,K763632,,2,,V,
205842510,OR8425,,SARDINE,BEL,,,PL,XXX,B67370,"0,070",3,,V,
205842600,OS8426,,LA BALANCE,BEL,,,PL,XXX,A741020,5,12,,V,
205842610,OR8426,,BENGEL,BEL,,,PL,XXX,K788424,,,,V,
205842700,OS8427,,LOIC,BEL,1,,PL,XXX,L758660,7,4,,V,BE01
205842710,OR8427,,ITAPARICA,BEL,,,PL,XXX,Z789441,,5,,V,
205842810,OR8428,,CHRISTINA,BEL,1,,PL,XXX,B781840,"40,35",8,,V,
205842900,OS8429,,TOM,BEL,,,PL,XXX,K745465,40,11,,V,
205842910,OR8429,,GLADAN,BEL,1,,PL,XXX,G783363,13,8,,V,
205843010,OR8430,,SHEHERAZADE,BEL,1,,PL,XXX,B788254,10,8,,V,
205843100,OS8431,,BEAGLE III,BEL,1,,PL,XXX,L737323,7,6,,V,
205843110,OR8431,,ROBIN HOOD,BEL,,,PL,XXX,G790024,,,,V,
205843210,OR8432,,GIRODORO,BEL,,,PL,XXX,B789073,"3,5",,,V,
205843310,OR8433,,REPOMAN,BEL,,,PL,XXX,G789497,14,10,,V,
205843400,OS8434,,RIA,BEL,,,PL,XXX,K756033,"5,5",,,V,BE01
205843410,OR8434,,ROCINANTE,BEL,1,,PL,XXX,B789859,"3,650",6,,V,
205843500,OS8435,,CASSIOPEE,BEL,1,,PL,XXX,A774476,4.2,6,,V,
205843510,OR8435,,LADY PAQUITA,BEL,1,,PL,XXX,A778814,,12,,V,
205843600,OS8436,,PETER,BEL,,,PL,XXX,A744427,,,,V,
205843610,OR8436,,FLIPPER,BEL,,,PL,XXX,Z785617,,,,V,
205843700,OS8437,,JA MAS,BEL,,,PL,XXX,Z763305,,,,V,
205843710,OR8437,,SOMBRA,BEL,,,PL,XXX,K787450,"2,860",,,V,
205843800,OS8438,,FORTUNA,BEL,,,PL,XXX,G777115,,6,,V,
205843810,OR8438,,ODIN,BEL,,,PL,XXX,G789196,,,,V,
205843910,OR8439,,HARPA MAJOR,BEL,1,,PL,XXX,,"14,51",8,,V,
205844010,OR8440,,SENSE,BEL,1,,PL,XXX,G790142,"8,900",10,,V,
205844100,OS8441,,MUZIKANT 3,BEL,,,PL,XXX,A779676,,,,V,
205844110,OR8441,,AMETHYST,BEL,1,,PL,XXX,G790271,18,,,V,
205844200,OS8442,,LONNIE,BEL,,,PL,XXX,A736528,,6,,V,
205844210,OR8442,,SAPITO,BEL,,,PL,XXX,Z789882,,8,,V,
205844300,OS8443,,LA VERENA,BEL,1,,PL,XXX,L734436,15,12,,V,
205844310,OR8443,,XIAO MEI,BEL,,,PL,XXX,Z789900,"5,2",8,,V,
205844510,OR8445,,EMMA 2,BEL,,,PL,XXX,Z789877,,8,,V,
205844610,OR8446,,CABRERA CUARTA,BEL,,,PL,XXX,Z789876,46,8,,V,
205844710,OR8447,,NICYBE,BEL,,,PL,XXX,Z788512,,8,,V,
205844810,OR8448,,LA VIDA LOCA,BEL,,,PL,XXX,B790237,,,,V,
205844900,OS8449,,QINZY,BEL,,,PL,XXX,K405513,"4,2",,,V,BE01
205844910,OR8449,,HYPERION,BEL,,,PL,XXX,B783453,15,4,,V,
205845000,OS8450,,LUKA,BEL,,,PL,XXX,B799864,4,4,,V,
205845010,OR8450,,AZAD,BEL,,,PL,XXX,B789727,"3,7",,,V,
205845100,OS8451,,OBELIX,BEL,1,,PL,XXX,G766255,"2,7",3,,V,
205845110,OR8451,,CERVELLE DE SINGE,BEL,,,PL,XXX,B790259,"10,549",12,,V,
205845210,OR8452,,MERLOUETTE,BEL,,,PL,XXX,L786599,12,12,,V,
205845310,OR8453,,ANGELENA,BEL,1,,PL,XXX,B785681,"18,200",,,V,
205845400,OS8454,,SEAL,BEL,,,PL,XXX,G732596,,,,V,
205845410,OR8454,,ICEMAKER,BEL,1,,PL,XXX,B785810,"20,5",10,,V,
205845500,OS8455,,LIBRA,BEL,,,PL,XXX,A742392,4,,,V,
205845510,OR8455,,Q8,BEL,,,PL,XXX,K790270,44,6,,V,
205845610,OR8456,,MORILLON,BEL,,,PL,XXX,B790274,"7,500",8,,V,
205845700,OS8457,,ISLERO,BEL,,,PL,XXX,B732831,,,,V,
205845710,OR8457,,BLUE ELISA,BEL,1,,PL,XXX,G789994,22,4,,V,
205845810,OR8458,,SUNSET,BEL,,,PL,XXX,BC789933,10,6,,V,
205845910,OR8459,,KLAVERTJE 4,BEL,,,PL,XXX,G783838,"6,500",,,V,
205846010,OR8460,,SEPTEMBER,BEL,,,PL,XXX,B789929,6,8,,V,
205846110,OR8461,,CARPE DIEM,BEL,,,PL,XXX,Z786908,30,,,V,
205846200,OS8462,,JAMBOTE,BEL,,,PL,XXX,B802253,"9,2",8,,V,BE01
205846210,OR8462,,PAPAGIO,BEL,1,,PL,XXX,B787920,"10,900",10,,V,
205846300,OS8463,,MOANA 60,BEL,,,PL,XXX,Z786901,"14,5",8,,V,
205846310,OR8463,,THEA,BEL,,,PL,XXX,L783413,"0,500",9,,V,
205846410,OR8464,,LE VETERAN,BEL,,,PL,XXX,L790200,,,,V,
205846500,OS8465,,BEYAN,BEL,,,PL,XXX,K742800,5,6,,V,BE01
205846510,OR8465,,ISABEAU,BEL,,,PL,XXX,G790490,9,,,V,
205846600,OS8466,,PASSEVITE,BEL,,,PL,XXX,A713892,,,,V,
205846610,OR8466,,MEREL,BEL,,,PL,XXX,G789534,"6,500",,,V,
205846710,OR8467,,WINDFALL,BEL,1,,PL,XXX,B789939,18,10,,V,
205846810,OR8468,,ORCA,BEL,,,PL,XXX,B788466,,,,V,
205846910,OR8469,,THIBAULT,BEL,1,,PL,XXX,K786756,25,10,,V,
205847010,OR8470,,TINKERBELL,BEL,,,PL,XXX,A783216,2,8,,V,
205847020,OS8470,,PASCAL,BEL,1,,PL,XXX,K775544,7,,,V,BE01
205847110,OR8471,,TJIP,BEL,,,PL,XXX,A788543,"2,2",5,,V,
205847210,OR8472,,VIKING,BEL,1,,PL,XXX,A789284,20,2,,V,
205847310,OR8473,,ISABEAU,BEL,,,PL,XXX,G790444,7,10,,V,
205847410,OR8474,,FELIX,BEL,,,PL,XXX,K787097,"1,3",5,,V,
205847500,OS8475,,MANGO,BEL,,,PL,XXX,B715925,,,,V,
205847510,OR8475,,KATYANDA,BEL,1,,PL,XXX,A790364,22,10,,V,
205847600,OS8476,,CAPRICE 2,BEL,,,PL,XXX,B104836,,,,V,BE01
205847610,OR8476,,CASONA,BEL,,,PL,XXX,G789527,4,10,,V,
205847700,OS8477,,VAIHERE,BEL,2,,PL,XXX,BC730627,,16,,V,
205847710,OR8477,,BIBI,BEL,1,,PL,XXX,B790189,37.5,6,,V,
205847800,OS8478,,ONIRIQUE,BEL,,,PL,XXX,K794898,2.75,,,V,
205847810,OR8478,,SAM SUFFY,BEL,1,,PL,XXX,BR33260B,,,,V,
205847910,OR8479,,FANTASEA,BEL,,,PL,XXX,B790095,10,10,,V,
205848010,OR8480,,BLANCHE,BEL,,,PL,XXX,K790307,"2,6",10,,V,
205848110,OR8481,,SWEET JANE,BEL,1,,PL,XXX,A790649,15,10,,V,
205848200,OS8482,,MY SYMPHONY,BEL,,,PL,XXX,A730165,20,,,V,
205848210,OR8482,,MIDOR,BEL,,,PL,XXX,A774571,12,5,,V,
205848300,OS8483,,AIFOS,BEL,1,,PL,XXX,B748216,18,12,,V,
205848310,OR8483,,MAITHE,BEL,,,PL,XXX,A786455,"0,3",6,,V,
205848400,OS8484,,Y NOT,BEL,,,PL,XXX,B800905,"3,8",,,V,BE01
205848410,OR8484,,ARIUS,BEL,,,PL,XXX,A786962,"3,5",,,V,
205848510,OR8485,,MONACO,BEL,1,,PL,XXX,A787719,40,8,,V,
205848600,OS8486,,WALDY,BEL,,,PL,XXX,G734609,10,,,V,
205848610,OR8486,,JEU D’EAU,BEL,1,,PL,XXX,L790747,24,12,,V,
205848700,OS8487,,SEA CATCH,BEL,,,PL,XXX,A746168,28,8,,V,
205848710,OR8487,,TSAAR,BEL,1,,PL,XXX,A790680,11,,,V,
205848810,OR8488,,YEMANJA,BEL,1,,PL,XXX,A773073,"3,5",6,,V,
205848910,OR8489,,SAELMA,BEL,,,PL,XXX,BC784852,,8,,V,
205849000,OS8490,,ARVID,BEL,,,PL,XXX,A758989,4,6,,V,BE01
205849010,OR8490,,OCEJAAN,BEL,,,PL,XXX,K787984,,,,V,
205849100,OS8491,,JAFA BULLE,BEL,,,PL,XXX,B716165,"3,6",8,,V,
205849110,OR8491,,HYDRA,BEL,1,,PL,XXX,A775936,16,8,,V,
205849210,OR8492,,DELPHINE III,BEL,,,PL,XXX,Z786213,4,,,V,
205849300,OS8493,,ELDA,BEL,,,PL,XXX,B739017,10,6,,V,
205849310,OR8493,,LOULOU,BEL,,,PL,XXX,B809261,3.8,6,,V,
205849400,OS8494,,LORE,BEL,,,PL,XXX,A746470,26,4,,V,BE01
205849410,OR8494,,PLUCKY LADY,BEL,1,,PL,XXX,K790601,10,2,,V,
205849500,OS8495,,FIDELIS III,BEL,,,PL,XXX,G770994,"1,5",5,,V,
205849510,OR8495,,JIPSYL,BEL,1,,PL,XXX,K790837,6.9,6,,V,
205849600,OS8496,,NANNI,BEL,,,PL,XXX,A718539,,,,V,
205849610,OR8496,,PAHALIAH,BEL,,,PL,XXX,L794518,,,,V,
205849710,OR8497,,SEPIA,BEL,,,PL,XXX,B790126,9,2,,V,
205849800,OS8498,,SOLLEMIEKE 2,BEL,,,PL,XXX,A728407,,,,V,
205849810,OR8498,,SEA HORSE TRES,BEL,,,PL,XXX,B790275,,9,,V,
205849910,OR8499,,VAGA,BEL,,,PL,XXX,L788724,8.3,,,V,
205850010,OR8500,,GRANKO,BEL,,,PL,XXX,Z788745,"5,2",6,,V,
205850100,OS8501,,SUNRISE,BEL,,,PL,XXX,K758448,3.5,,,V,
205850110,OR8501,,POLOCHON,BEL,,,PL,XXX,K790662,"2,5",5,,V,
205850210,OR8502,,CHMILE BRYC,BEL,1,,PL,XXX,B789526,3,5,,V,
205850310,OR8503,,BALACHI,BEL,,,PL,XXX,K789154,4,,,V,
205850410,OR8504,,DIMAR II,BEL,,,PL,XXX,G786121,"1,6",4,,V,
205850510,OR8505,,TIGRIS,BEL,,,PL,XXX,K762663,1.4,4,,V,
205850600,OS8506,,NEMO,BEL,,,PL,XXX,L751439,6,6,,V,
205850610,OR8506,,TAKE FIVE,BEL,,,PL,XXX,L791094,,14,,V,
205850710,OR8507,,LAP 3,BEL,2,,PL,XXX,L783154,4,6,,V,
205850800,OS8508,,BLOEWIE,BEL,,,PL,XXX,A767180,"4,6",6,,V,
205850810,OR8508,,SPIRIT,BEL,,,PL,XXX,,,,,V,
205850900,OS8509,,GIPSY,BEL,,,PL,XXX,K737960,,5,,V,
205850910,OR8509,,HAPPY TIMES,BEL,,,PL,XXX,G801904,5.7,,,V,
205851010,OR8510,,DAME BLANCHE,BEL,,,PL,XXX,A778943,"0,450",4,,V,
205851100,OS8511,,ATLANTIS,BEL,,,PL,XXX,K732092,,,,V,
205851110,OR8511,,NEMO,BEL,,,PL,XXX,K791573,,,,V,
205851210,OR8512,,TEQUILLA,BEL,1,,PL,XXX,,"8,5",,,V,
205851310,OR8513,,ADAMAS,BEL,1,,PL,XXX,G785584,6,6,,V,
205851410,OR8514,,PAHASKA-2,BEL,,,PL,XXX,B789401,"1,300",,,V,
205851500,OS8515,,TXUCKY,BEL,,,PL,XXX,L799541,,14,,V,
205851510,OR8515,,PILIERONE BE HAPPY,BEL,,,PL,XXX,B790198,"4,650",5,,V,
205851610,OR8516,,OXALA,BEL,,,PL,XXX,L788654,"8,500",6,,V,
205851710,OR8517,,THALASSA IV,BEL,,,PL,XXX,B791078,,4,,V,
205851810,OR8518,,CARACOLA TOO,BEL,,,PL,XXX,B791026,,12,,V,
205851910,OR8519,,CELTIC STAR,BEL,1,,PL,XXX,B765731,9,7,,V,
205852010,OR8520,,KALON,BEL,1,,PL,XXX,B790285,"9,5",10,,V,
205852110,OR8521,,SELIM III,BEL,,,PL,XXX,B790241,,,,V,
205852210,OR8522,,ANOTHER LIFE,BEL,,,PL,XXX,B786048,,,,V,
205852300,OS8523,,ROSA LIMA,BEL,1,,PL,XXX,A741920,31,8,,V,BE01
205852310,OR8523,,SANS RIVAL,BEL,,,PL,XXX,Z780960,5,,,V,
205852410,OR8524,,LIKASI,BEL,,,PL,XXX,L773981,"1,050",8,,V,
205852500,OS8525,,ARCUS,BEL,,,PL,XXX,A744712,,,,V,
205852510,OR8525,,KAIROS,BEL,1,,PL,XXX,L768399,15,12,,V,
205852600,OS8526,,HORNBLOWER,BEL,,,PL,XXX,A736433,,5,,V,
205852610,OR8526,,PESCADOU II,BEL,,,PL,XXX,B12090,14,12,,V,
205852710,OR8527,,TY FANCH,BEL,1,,PL,XXX,B788038,"4,500",6,,V,
205852810,OR8528,,DOARE DAR,BEL,,,PL,XXX,B790959,"2,8",8,,V,
205852900,OS8529,,CASA MARE,BEL,,,PL,XXX,A747607,,,,V,
205852910,OR8529,,SATHE,BEL,,,PL,XXX,B790460,"3,7",7,,V,
205853010,OR8530,,CIRCE,BEL,1,,PL,XXX,B64262,15,10,,V,
205853100,OS8531,,NONSTOP!,BEL,,,PL,XXX,B736231,29,,,V,
205853110,OR8531,,PICSOU,BEL,,,PL,XXX,K785578,"3,1",6,,V,
205853210,OR8532,,COTE MER,BEL,,,PL,XXX,B790573,,7,,V,
205853410,OR8534,,BLUE STAR ONE,BEL,1,,PL,XXX,B790598,"3,65",6,,V,
205853510,OR8535,,VERNACCIA,BEL,,,PL,XXX,B790596,,8,,V,
205853610,OR8536,,VOLPE,BEL,,,PL,XXX,B787063,,12,,V,
205853710,OR8537,,PHOENIX,BEL,,,PL,XXX,L802372,25.52,2,,V,
205853810,OR8538,,NIKE,BEL,,,PL,XXX,B789145,8,10,,V,
205853900,OS8539,,BRABO,BEL,,,PL,XXX,A735262,,,,V,BE01
205853910,OR8539,,SANTARITA,BEL,,,PL,XXX,B790878,,10,,V,
205854010,OR8540,,MORNA,BEL,,,PL,XXX,A787367,"2,500",,,V,
205854110,OR8541,,BRISBANE,BEL,1,,PL,XXX,G785716,"8,3",6,,V,
205854210,OR8542,,MATHIAS,BEL,,,PL,XXX,Z791093,,10,,V,
205854300,OS8543,,ONDINE,BEL,,,PL,XXX,B744975,9,8,,V,
205854310,OR8543,,FLOW,BEL,,,PL,XXX,B70726,"0,25",1,,V,
205854400,OS8544,,KAPITEIN BESTENBUSTEL II,BEL,,,PL,XXX,K404461,,,,V,BE01
205854410,OR8544,,PASSION,BEL,,,PL,XXX,G779944,"1,1",,,V,
205854510,OR8545,,ZIKYTEC,BEL,,,PL,XXX,Z788110,,11,,V,
205854600,OS8546,,FRANIR,BEL,1,,PL,XXX,G782023,,8,,V,BE01
205854610,OR8546,,LA PEREGRINA III,BEL,,,PL,XXX,Z790844,,8,,V,
205854700,OS8547,,HALIOTHIS II,BEL,,,PL,XXX,B729373,"12,1",6,,V,
205854710,OR8547,,BALANS,BEL,,,PL,XXX,Z790935,3,8,,V,
205854800,OS8548,,CARNITA,BEL,,,PL,XXX,A705563,1,,,V,
205854810,OR8548,,L’ORIGAN,BEL,,,PL,XXX,BC790336,9,8,,V,
205854910,OR8549,,TAO,BEL,,,PL,XXX,Z790597,3,8,,V,
205855010,OR8550,,DEINA III,BEL,,,PL,XXX,Z789879,,8,,V,
205855110,OR8551,,YEMAYA,BEL,,,PL,XXX,Z790525,25,8,,V,
205855200,OS8552,,SHALOM,BEL,1,,PL,XXX,K769136,"7,5",3,,V,
205855210,OR8552,,CAESAR,BEL,,,PL,XXX,Z790953,8,8,,V,
205855300,OS8553,,LURIKA,BEL,1,,PL,XXX,B720326,"7,5",6,,V,
205855310,OR8553,,DRIFTER,BEL,,,PL,XXX,Z790912,7,8,,V,
205855410,OR8554,,VAHINE PAUMOTU,BEL,,,PL,XXX,Z790944,14,8,,V,
